,area_id,state,party,votes_first_vote,votes_second_vote
11514,152,Saxony,others,0,0
11813,152,Saxony,others,0,0
12112,152,Saxony,others,0,0
12411,152,Saxony,others,0,0
751,153,Saxony,Die Linke,43948,39090
153,153,Saxony,CDU,42778,38124
1947,153,Saxony,AfD,25970,27769
452,153,Saxony,SPD,23786,22741
1050,153,Saxony,The Greens,17272,18136
1648,153,Saxony,FDP,10053,14845
3741,153,Saxony,others,5192,4212
2844,153,Saxony,others,2034,1306
2246,153,Saxony,Piraten,1327,972
12711,153,Saxony,others,494,0
4937,153,Saxony,others,407,261
5236,153,Saxony,others,380,199
1349,153,Saxony,CSU,0,0
2545,153,Saxony,others,0,676
3143,153,Saxony,others,0,2550
3442,153,Saxony,others,0,371
4040,153,Saxony,others,0,0
4339,153,Saxony,others,0,0
4638,153,Saxony,others,0,0
5535,153,Saxony,others,0,0
5834,153,Saxony,others,0,0
6133,153,Saxony,others,0,0
6432,153,Saxony,others,0,0
6731,153,Saxony,others,0,0
7030,153,Saxony,others,0,1173
7329,153,Saxony,others,0,877
7628,153,Saxony,others,0,0
7927,153,Saxony,others,0,0
8226,153,Saxony,others,0,0
8525,153,Saxony,others,0,0
8824,153,Saxony,others,0,0
9123,153,Saxony,others,0,0
9422,153,Saxony,others,0,0
9721,153,Saxony,others,0,0
10020,153,Saxony,others,0,496
10319,153,Saxony,others,0,0
10618,153,Saxony,others,0,0
10917,153,Saxony,others,0,0
11216,153,Saxony,others,0,0
11515,153,Saxony,others,0,0
11814,153,Saxony,others,0,0
12113,153,Saxony,others,0,0
12412,153,Saxony,others,0,0
154,154,Saxony,CDU,54152,47943
1948,154,Saxony,AfD,45565,42824
752,154,Saxony,Die Linke,24801,23368
453,154,Saxony,SPD,18221,18139
1649,154,Saxony,FDP,10048,12859
1051,154,Saxony,The Greens,6219,5157
1350,154,Saxony,CSU,0,0
2247,154,Saxony,Piraten,0,505
2546,154,Saxony,others,0,1793
2845,154,Saxony,others,0,1580
3144,154,Saxony,others,0,2298
3443,154,Saxony,others,0,251
3742,154,Saxony,others,0,1367
4041,154,Saxony,others,0,0
4340,154,Saxony,others,0,0
4639,154,Saxony,others,0,0
4938,154,Saxony,others,0,168
5237,154,Saxony,others,0,100
5536,154,Saxony,others,0,0
5835,154,Saxony,others,0,0
6134,154,Saxony,others,0,0
6433,154,Saxony,others,0,0
6732,154,Saxony,others,0,0
7031,154,Saxony,others,0,510
7330,154,Saxony,others,0,297
7629,154,Saxony,others,0,0
7928,154,Saxony,others,0,0
8227,154,Saxony,others,0,0
8526,154,Saxony,others,0,0
8825,154,Saxony,others,0,0
9124,154,Saxony,others,0,0
9423,154,Saxony,others,0,0
9722,154,Saxony,others,0,0
10021,154,Saxony,others,0,233
10320,154,Saxony,others,0,0
10619,154,Saxony,others,0,0
10918,154,Saxony,others,0,0
11217,154,Saxony,others,0,0
11516,154,Saxony,others,0,0
11815,154,Saxony,others,0,0
12114,154,Saxony,others,0,0
12413,154,Saxony,others,0,0
12712,154,Saxony,others,0,0
155,155,Saxony,CDU,55328,39406
1949,155,Saxony,AfD,46770,49618
753,155,Saxony,Die Linke,19125,20112
